geneids	refseqids
TcCLB.511109.90	XP_813183
TcCLB.511111.10	XP_806967
TcCLB.511111.20	XP_806968
TcCLB.511111.30	XP_806969
TcCLB.511111.40	XP_806970
TcCLB.511111.50	XP_806971
TcCLB.511113.9	XP_804961
TcCLB.511115.10	XP_806889
TcCLB.511115.20	XP_806890
TcCLB.511115.30	XP_806891
TcCLB.511115.40	XP_806892
TcCLB.511115.49	XP_806893
TcCLB.511117.30	XP_808495
TcCLB.511117.50	XP_808496
TcCLB.511119.10	XP_803311
TcCLB.511121.11	XP_805325
TcCLB.511121.20	XP_805323
TcCLB.511121.30	XP_805324
TcCLB.511123.11	XP_805597
TcCLB.511123.40	XP_805596
TcCLB.511125.9	XP_805096
TcCLB.511127.10	XP_821333
TcCLB.511127.100	XP_821342
TcCLB.511127.110	XP_821343
TcCLB.511127.120	XP_821344
TcCLB.511127.140	XP_821345
TcCLB.511127.150	XP_821346
TcCLB.511127.160	XP_821347
TcCLB.511127.180	XP_821348
TcCLB.511127.190	XP_821349
TcCLB.511127.20	XP_821334
TcCLB.511127.200	XP_821350
TcCLB.511127.210	XP_821351
TcCLB.511127.220	XP_821352
TcCLB.511127.230	XP_821353
TcCLB.511127.240	XP_821354
TcCLB.511127.250	XP_821355
TcCLB.511127.260	XP_821356
TcCLB.511127.270	XP_821357
TcCLB.511127.274	XP_821373
TcCLB.511127.280	XP_821358
TcCLB.511127.290	XP_821359
TcCLB.511127.30	XP_821335
TcCLB.511127.300	XP_821360
TcCLB.511127.320	XP_821361
TcCLB.511127.330	XP_821362
TcCLB.511127.340	XP_821363
TcCLB.511127.350	XP_821364
TcCLB.511127.360	XP_821365
TcCLB.511127.369	XP_821374
TcCLB.511127.380	XP_821366
TcCLB.511127.390	XP_821367
TcCLB.511127.40	XP_821336
TcCLB.511127.400	XP_821368
TcCLB.511127.410	XP_821369
TcCLB.511127.420	XP_821370
TcCLB.511127.429	XP_821371
TcCLB.511127.5	XP_821375
TcCLB.511127.50	XP_821337
TcCLB.511127.60	XP_821338
TcCLB.511127.70	XP_821339
TcCLB.511127.74	XP_821372
TcCLB.511127.80	XP_821340
TcCLB.511127.90	XP_821341
TcCLB.511129.40	XP_810676
TcCLB.511129.60	XP_810677
TcCLB.511129.80	XP_810678
TcCLB.511131.20	XP_811261
TcCLB.511131.30	XP_811262
TcCLB.511131.40	XP_811263
TcCLB.511131.50	XP_811264
TcCLB.511131.60	XP_811265
TcCLB.511131.70	XP_811266
TcCLB.511131.80	XP_811267
TcCLB.511131.89	XP_811268
TcCLB.511131.98	XP_811269
TcCLB.511133.10	XP_806290
TcCLB.511133.20	XP_806291
TcCLB.511133.30	XP_806292
TcCLB.511133.4	XP_806293
TcCLB.511135.20	XP_804986
TcCLB.511135.30	XP_804987
TcCLB.511135.40	XP_804988
TcCLB.511137.10	XP_802797
TcCLB.511137.20	XP_802798
TcCLB.511139.20	XP_804730
TcCLB.511139.30	XP_804731
TcCLB.511139.40	XP_804732
TcCLB.511141.10	XP_804770
TcCLB.511141.20	XP_804771
TcCLB.511141.30	XP_804772
TcCLB.511143.12	XP_804585
TcCLB.511143.19	XP_804583
TcCLB.511143.30	XP_804582
TcCLB.511143.39	XP_804584
TcCLB.511143.6	XP_804586
TcCLB.511145.10	XP_808220
TcCLB.511145.20	XP_808221
TcCLB.511145.24	XP_808229
TcCLB.511145.30	XP_808222
TcCLB.511145.40	XP_808223
TcCLB.511145.43	XP_808230
TcCLB.511145.46	XP_808231
TcCLB.511145.49	XP_808232
TcCLB.511145.50	XP_808224
TcCLB.511145.60	XP_808225
TcCLB.511145.70	XP_808226
TcCLB.511145.80	XP_808227
TcCLB.511145.89	XP_808228
TcCLB.511149.10	XP_817708
TcCLB.511149.100	XP_817713
TcCLB.511149.130	XP_817714
TcCLB.511149.170	XP_817715
TcCLB.511149.180	XP_817716
TcCLB.511149.210	XP_817717
TcCLB.511149.222	XP_817718
TcCLB.511149.50	XP_817709
TcCLB.511149.60	XP_817710
TcCLB.511149.70	XP_817711
TcCLB.511149.80	XP_817712
TcCLB.511151.100	XP_811988
TcCLB.511151.11	XP_811992
TcCLB.511151.110	XP_811989
TcCLB.511151.20	XP_811981
TcCLB.511151.30	XP_811982
TcCLB.511151.39	XP_811991
TcCLB.511151.50	XP_811983
TcCLB.511151.54	XP_811990
TcCLB.511151.60	XP_811984
TcCLB.511151.70	XP_811985
TcCLB.511151.80	XP_811986
TcCLB.511151.90	XP_811987
TcCLB.511153.100	XP_813766
TcCLB.511153.110	XP_813767
TcCLB.511153.120	XP_813768
TcCLB.511153.124	XP_813774
TcCLB.511153.130	XP_813769
TcCLB.511153.140	XP_813770
TcCLB.511153.144	XP_813775
TcCLB.511153.150	XP_813771
TcCLB.511153.19	XP_813776
TcCLB.511153.40	XP_813760
TcCLB.511153.50	XP_813761
TcCLB.511153.60	XP_813762
TcCLB.511153.64	XP_813772
TcCLB.511153.70	XP_813763
TcCLB.511153.80	XP_813764
TcCLB.511153.84	XP_813773
TcCLB.511153.90	XP_813765
TcCLB.511155.4	XP_802525
TcCLB.511157.9	XP_802974
TcCLB.511159.14	XP_806477
TcCLB.511159.20	XP_806474
TcCLB.511159.30	XP_806475
TcCLB.511159.7	XP_806476
TcCLB.511163.10	XP_806343
TcCLB.511163.20	XP_806344
TcCLB.511163.24	XP_806348
TcCLB.511163.30	XP_806345
TcCLB.511163.40	XP_806346
TcCLB.511163.50	XP_806347
TcCLB.511163.59	XP_806349
TcCLB.511165.10	XP_809590
TcCLB.511165.100	XP_809598
TcCLB.511165.109	XP_809599
TcCLB.511165.20	XP_809591
TcCLB.511165.30	XP_809592
TcCLB.511165.4	XP_809600
TcCLB.511165.40	XP_809593
TcCLB.511165.50	XP_809594
TcCLB.511165.54	XP_809601
TcCLB.511165.60	XP_809595
TcCLB.511165.70	XP_809596
TcCLB.511165.80	XP_809597
TcCLB.511167.10	XP_813779
TcCLB.511167.100	XP_813788
TcCLB.511167.110	XP_813789
TcCLB.511167.119	XP_813790
TcCLB.511167.20	XP_813780
TcCLB.511167.30	XP_813781
TcCLB.511167.40	XP_813782
TcCLB.511167.50	XP_813783
TcCLB.511167.60	XP_813784
TcCLB.511167.70	XP_813785
TcCLB.511167.80	XP_813786
TcCLB.511167.90	XP_813787
TcCLB.511169.10	XP_803370
TcCLB.511169.20	XP_803372
TcCLB.511169.29	XP_803374
TcCLB.511171.10	XP_809909
TcCLB.511171.90	XP_809910
TcCLB.511173.10	XP_821376
TcCLB.511173.100	XP_821379
TcCLB.511173.110	XP_821380
TcCLB.511173.130	XP_821381
TcCLB.511173.140	XP_821382
TcCLB.511173.150	XP_821383
TcCLB.511173.180	XP_821384
TcCLB.511173.200	XP_821385
TcCLB.511173.210	XP_821386
TcCLB.511173.24	XP_821398
TcCLB.511173.270	XP_821387
TcCLB.511173.280	XP_821388
TcCLB.511173.360	XP_821389
TcCLB.511173.370	XP_821390
TcCLB.511173.400	XP_821391
TcCLB.511173.410	XP_821392
TcCLB.511173.420	XP_821393
TcCLB.511173.430	XP_821394
TcCLB.511173.440	XP_821395
TcCLB.511173.460	XP_821396
TcCLB.511173.470	XP_821397
TcCLB.511173.496	XP_821400
TcCLB.511173.50	XP_821377
TcCLB.511173.64	XP_821399
TcCLB.511173.80	XP_821378
TcCLB.511175.10	XP_805719
TcCLB.511175.20	XP_805720
TcCLB.511175.40	XP_805721
TcCLB.511179.100	XP_813048
TcCLB.511179.110	XP_813049
TcCLB.511179.114	XP_813055
TcCLB.511179.120	XP_813050
TcCLB.511179.130	XP_813051
TcCLB.511179.140	XP_813052
TcCLB.511179.150	XP_813053
TcCLB.511179.160	XP_813054
TcCLB.511179.60	XP_813047
TcCLB.511181.10	XP_816357
TcCLB.511181.100	XP_816366
TcCLB.511181.110	XP_816367
TcCLB.511181.130	XP_816368
TcCLB.511181.140	XP_816369
TcCLB.511181.150	XP_816370
TcCLB.511181.20	XP_816358
TcCLB.511181.30	XP_816359
TcCLB.511181.40	XP_816360
TcCLB.511181.50	XP_816361
TcCLB.511181.60	XP_816362
TcCLB.511181.70	XP_816363
TcCLB.511181.80	XP_816364
TcCLB.511181.90	XP_816365
TcCLB.511183.140	XP_821901
TcCLB.511183.190	XP_821902
TcCLB.511183.210	XP_821903
TcCLB.511183.230	XP_821904
TcCLB.511183.260	XP_821905
TcCLB.511183.280	XP_821906
TcCLB.511183.330	XP_821907
TcCLB.511183.360	XP_821908
TcCLB.511183.400	XP_821909
TcCLB.511183.430	XP_821910
TcCLB.511183.460	XP_821911
TcCLB.511183.530	XP_821912
TcCLB.511183.550	XP_821913
TcCLB.511183.560	XP_821914
TcCLB.511183.590	XP_821915
TcCLB.511183.60	XP_821898
TcCLB.511183.610	XP_821916
TcCLB.511183.80	XP_821899
TcCLB.511183.90	XP_821900
TcCLB.511185.10	XP_816232
TcCLB.511185.100	XP_816234
TcCLB.511185.120	XP_816235
TcCLB.511185.130	XP_816236
TcCLB.511185.80	XP_816233
TcCLB.511189.100	XP_810557
TcCLB.511189.20	XP_810551
TcCLB.511189.30	XP_810552
TcCLB.511189.54	XP_810559
TcCLB.511189.60	XP_810553
TcCLB.511189.70	XP_810554
TcCLB.511189.80	XP_810555
TcCLB.511189.84	XP_810558
TcCLB.511189.90	XP_810556
TcCLB.511191.10	XP_804861
TcCLB.511191.19	XP_804862
TcCLB.511197.10	XP_806412
TcCLB.511197.60	XP_806413
TcCLB.511199.20	XP_802949
TcCLB.511199.9	XP_802950
TcCLB.511201.19	XP_805047
TcCLB.511201.40	XP_805046
TcCLB.511201.49	XP_805048
TcCLB.511201.58	XP_805049
TcCLB.511203.10	XP_805592
TcCLB.511203.20	XP_805593
TcCLB.511203.29	XP_805594
TcCLB.511203.5	XP_805595
TcCLB.511207.10	XP_802265
TcCLB.511209.10	XP_806915
TcCLB.511209.40	XP_806916
TcCLB.511209.50	XP_806917
TcCLB.511209.54	XP_806920
TcCLB.511209.60	XP_806918
TcCLB.511209.69	XP_806919
TcCLB.511211.10	XP_817723
TcCLB.511211.100	XP_817731
TcCLB.511211.104	XP_817747
TcCLB.511211.110	XP_817732
TcCLB.511211.120	XP_817733
TcCLB.511211.130	XP_817734
TcCLB.511211.140	XP_817735
TcCLB.511211.150	XP_817736
TcCLB.511211.160	XP_817737
TcCLB.511211.170	XP_817738
TcCLB.511211.180	XP_817739
TcCLB.511211.190	XP_817740
TcCLB.511211.20	XP_817724
TcCLB.511211.200	XP_817741
TcCLB.511211.210	XP_817742
TcCLB.511211.220	XP_817743
TcCLB.511211.230	XP_817744
TcCLB.511211.235	XP_817748
TcCLB.511211.240	XP_817745
TcCLB.511211.30	XP_817725
TcCLB.511211.40	XP_817726
TcCLB.511211.49	XP_817746
TcCLB.511211.60	XP_817727
TcCLB.511211.70	XP_817728
TcCLB.511211.80	XP_817729
TcCLB.511211.90	XP_817730
TcCLB.511213.15	XP_809927
TcCLB.511213.50	XP_809924
TcCLB.511213.60	XP_809925
TcCLB.511213.89	XP_809926
TcCLB.511215.10	XP_814159
TcCLB.511215.100	XP_814167
TcCLB.511215.110	XP_814168
TcCLB.511215.119	XP_814169
TcCLB.511215.14	XP_814170
TcCLB.511215.20	XP_814160
TcCLB.511215.30	XP_814161
TcCLB.511215.40	XP_814162
TcCLB.511215.50	XP_814163
TcCLB.511215.60	XP_814164
TcCLB.511215.70	XP_814165
TcCLB.511215.90	XP_814166
TcCLB.511217.10	XP_818322
TcCLB.511217.100	XP_818330
TcCLB.511217.110	XP_818331
TcCLB.511217.120	XP_818332
TcCLB.511217.130	XP_818333
TcCLB.511217.140	XP_818334
TcCLB.511217.145	XP_818343
TcCLB.511217.150	XP_818335
TcCLB.511217.160	XP_818336
TcCLB.511217.170	XP_818337
TcCLB.511217.180	XP_818338
TcCLB.511217.190	XP_818339
TcCLB.511217.20	XP_818323
TcCLB.511217.200	XP_818340
TcCLB.511217.209	XP_818341
TcCLB.511217.30	XP_818324
TcCLB.511217.39	XP_818342
TcCLB.511217.50	XP_818325
TcCLB.511217.60	XP_818326
TcCLB.511217.70	XP_818327
TcCLB.511217.80	XP_818328
TcCLB.511217.90	XP_818329
TcCLB.511219.10	XP_809658
TcCLB.511219.40	XP_809659
TcCLB.511221.10	XP_810234
TcCLB.511221.20	XP_810235
TcCLB.511221.50	XP_810236
TcCLB.511221.60	XP_810237
TcCLB.511223.10	XP_802689
TcCLB.511223.20	XP_802688
TcCLB.511229.100	XP_809158
TcCLB.511229.110	XP_809159
TcCLB.511229.120	XP_809160
TcCLB.511229.20	XP_809151
TcCLB.511229.30	XP_809152
TcCLB.511229.39	XP_809161
TcCLB.511229.50	XP_809153
TcCLB.511229.60	XP_809154
TcCLB.511229.70	XP_809155
TcCLB.511229.80	XP_809156
TcCLB.511229.9	XP_809162
TcCLB.511229.90	XP_809157
TcCLB.511231.14	XP_807242
TcCLB.511231.30	XP_807236
TcCLB.511231.34	XP_807243
TcCLB.511231.40	XP_807237
TcCLB.511231.50	XP_807238
TcCLB.511231.60	XP_807239
TcCLB.511231.69	XP_807241
TcCLB.511231.80	XP_807240
TcCLB.511233.100	XP_815820
TcCLB.511233.130	XP_815821
TcCLB.511233.14	XP_815827
TcCLB.511233.140	XP_815822
TcCLB.511233.150	XP_815823
TcCLB.511233.160	XP_815824
TcCLB.511233.20	XP_815813
TcCLB.511233.30	XP_815814
TcCLB.511233.40	XP_815815
TcCLB.511233.50	XP_815816
TcCLB.511233.59	XP_815825
TcCLB.511233.7	XP_815826
TcCLB.511233.70	XP_815817
TcCLB.511233.80	XP_815818
TcCLB.511233.90	XP_815819
TcCLB.511235.20	XP_806396
TcCLB.511235.31	XP_806397
TcCLB.511237.10	XP_810274
TcCLB.511237.100	XP_810282
TcCLB.511237.110	XP_810283
TcCLB.511237.120	XP_810284
TcCLB.511237.130	XP_810285
TcCLB.511237.20	XP_810275
TcCLB.511237.40	XP_810276
TcCLB.511237.50	XP_810277
TcCLB.511237.60	XP_810278
TcCLB.511237.70	XP_810279
TcCLB.511237.80	XP_810280
TcCLB.511237.90	XP_810281
TcCLB.511239.10	XP_814384
TcCLB.511239.110	XP_814392
TcCLB.511239.120	XP_814393
TcCLB.511239.130	XP_814394
TcCLB.511239.140	XP_814395
TcCLB.511239.150	XP_814396
TcCLB.511239.20	XP_814385
TcCLB.511239.30	XP_814386
TcCLB.511239.40	XP_814387
TcCLB.511239.49	XP_814397
TcCLB.511239.60	XP_814388
TcCLB.511239.70	XP_814389
TcCLB.511239.80	XP_814390
TcCLB.511239.90	XP_814391
TcCLB.511245.10	XP_818050
TcCLB.511245.100	XP_818058
TcCLB.511245.110	XP_818059
TcCLB.511245.120	XP_818060
TcCLB.511245.130	XP_818061
TcCLB.511245.140	XP_818062
TcCLB.511245.150	XP_818063
TcCLB.511245.160	XP_818064
TcCLB.511245.170	XP_818065
TcCLB.511245.180	XP_818066
TcCLB.511245.190	XP_818067
TcCLB.511245.20	XP_818051
TcCLB.511245.200	XP_818068
TcCLB.511245.210	XP_818069
TcCLB.511245.230	XP_818070
TcCLB.511245.24	XP_818073
TcCLB.511245.240	XP_818071
TcCLB.511245.30	XP_818052
TcCLB.511245.40	XP_818053
TcCLB.511245.50	XP_818054
TcCLB.511245.60	XP_818055
TcCLB.511245.70	XP_818056
TcCLB.511245.79	XP_818072
TcCLB.511245.90	XP_818057
TcCLB.511247.18	XP_804213
TcCLB.511247.27	XP_804214
TcCLB.511247.9	XP_804212
TcCLB.511249.10	XP_812581
TcCLB.511249.100	XP_812589
TcCLB.511249.20	XP_812582
TcCLB.511249.30	XP_812583
TcCLB.511249.34	XP_812590
TcCLB.511249.4	XP_812592
TcCLB.511249.40	XP_812584
TcCLB.511249.44	XP_812591
TcCLB.511249.50	XP_812585
TcCLB.511249.60	XP_812586
TcCLB.511249.80	XP_812587
TcCLB.511249.90	XP_812588
TcCLB.511251.10	XP_802745
TcCLB.511253.10	XP_806542
TcCLB.511253.20	XP_806543
TcCLB.511253.31	XP_806544
TcCLB.511255.10	XP_821669
TcCLB.511255.130	XP_821675
TcCLB.511255.169	XP_821694
TcCLB.511255.180	XP_821676
TcCLB.511255.190	XP_821677
TcCLB.511255.20	XP_821670
TcCLB.511255.200	XP_821678
TcCLB.511255.210	XP_821679
TcCLB.511255.280	XP_821680
TcCLB.511255.299	XP_821696
TcCLB.511255.30	XP_821671
TcCLB.511255.320	XP_821681
TcCLB.511255.330	XP_821682
TcCLB.511255.350	XP_821683
TcCLB.511255.360	XP_821684
TcCLB.511255.370	XP_821685
TcCLB.511255.50	XP_821672
TcCLB.511255.540	XP_821686
TcCLB.511255.550	XP_821687
TcCLB.511255.604	XP_821695
TcCLB.511255.630	XP_821688
TcCLB.511255.640	XP_821689
TcCLB.511255.650	XP_821690
TcCLB.511255.655	XP_821698
TcCLB.511255.660	XP_821697
TcCLB.511255.670	XP_821691
TcCLB.511255.690	XP_821692
TcCLB.511255.700	XP_821693
TcCLB.511255.80	XP_821673
TcCLB.511255.90	XP_821674
TcCLB.511257.10	XP_813504
TcCLB.511257.100	XP_813512
TcCLB.511257.110	XP_813513
TcCLB.511257.20	XP_813505
TcCLB.511257.30	XP_813506
TcCLB.511257.40	XP_813507
TcCLB.511257.60	XP_813508
TcCLB.511257.70	XP_813509
TcCLB.511257.80	XP_813510
TcCLB.511257.90	XP_813511
TcCLB.511259.120	XP_816858
TcCLB.511259.130	XP_816859
TcCLB.511259.180	XP_816860
TcCLB.511259.189	XP_816864
TcCLB.511259.210	XP_816861
TcCLB.511259.220	XP_816862
TcCLB.511259.30	XP_816856
TcCLB.511259.80	XP_816857
TcCLB.511259.9	XP_816863
TcCLB.511261.10	XP_815069
TcCLB.511261.100	XP_815077
TcCLB.511261.120	XP_815078
TcCLB.511261.130	XP_815079
TcCLB.511261.140	XP_815080
TcCLB.511261.150	XP_815081
TcCLB.511261.160	XP_815082
TcCLB.511261.20	XP_815070
TcCLB.511261.30	XP_815071
TcCLB.511261.4	XP_815083
TcCLB.511261.40	XP_815072
TcCLB.511261.50	XP_815073
TcCLB.511261.60	XP_815074
TcCLB.511261.80	XP_815075
TcCLB.511261.90	XP_815076
TcCLB.511263.20	XP_809872
TcCLB.511263.30	XP_809873
TcCLB.511263.40	XP_809874
TcCLB.511263.50	XP_809875
TcCLB.511263.9	XP_809876
TcCLB.511267.20	XP_807011
TcCLB.511267.24	XP_807014
TcCLB.511267.30	XP_807012
TcCLB.511267.40	XP_807013
TcCLB.511269.10	XP_809450
TcCLB.511269.20	XP_809451
TcCLB.511269.30	XP_809452
TcCLB.511269.4	XP_809457
TcCLB.511269.40	XP_809453
TcCLB.511269.50	XP_809454
TcCLB.511269.60	XP_809455
TcCLB.511269.70	XP_809456
TcCLB.511273.50	XP_805737
TcCLB.511273.59	XP_805738
TcCLB.511275.20	XP_805510
TcCLB.511275.30	XP_805511
TcCLB.511275.40	XP_805512
TcCLB.511277.10	XP_821873
TcCLB.511277.100	XP_821878
TcCLB.511277.110	XP_821879
TcCLB.511277.115	XP_821871
TcCLB.511277.120	XP_821880
TcCLB.511277.130	XP_821881
TcCLB.511277.140	XP_821882
TcCLB.511277.150	XP_821883
TcCLB.511277.160	XP_821884
TcCLB.511277.170	XP_821885
TcCLB.511277.175	XP_821870
TcCLB.511277.180	XP_821886
TcCLB.511277.190	XP_821887
TcCLB.511277.20	XP_821874
TcCLB.511277.200	XP_821888
TcCLB.511277.210	XP_821889
TcCLB.511277.220	XP_821890
TcCLB.511277.240	XP_821891
TcCLB.511277.250	XP_821892
TcCLB.511277.260	XP_821893
TcCLB.511277.270	XP_821894
TcCLB.511277.280	XP_821895
TcCLB.511277.290	XP_821896
TcCLB.511277.300	XP_821897
TcCLB.511277.310	XP_821833
TcCLB.511277.320	XP_821834
TcCLB.511277.330	XP_821835
TcCLB.511277.340	XP_821836
TcCLB.511277.350	XP_821837
TcCLB.511277.359	XP_821869
TcCLB.511277.370	XP_821838
TcCLB.511277.380	XP_821839
TcCLB.511277.39	XP_821868
TcCLB.511277.390	XP_821840
TcCLB.511277.4	XP_821867
TcCLB.511277.400	XP_821841
TcCLB.511277.410	XP_821842
TcCLB.511277.420	XP_821843
TcCLB.511277.440	XP_821844
TcCLB.511277.450	XP_821845
TcCLB.511277.460	XP_821846
TcCLB.511277.470	XP_821847
TcCLB.511277.480	XP_821848
TcCLB.511277.483	XP_821861
TcCLB.511277.486	XP_821862
TcCLB.511277.490	XP_821849
TcCLB.511277.50	XP_821875
TcCLB.511277.500	XP_821850
TcCLB.511277.510	XP_821851
TcCLB.511277.539	XP_821863
TcCLB.511277.550	XP_821852
TcCLB.511277.554	XP_821864
TcCLB.511277.560	XP_821853
TcCLB.511277.570	XP_821854
TcCLB.511277.580	XP_821855
TcCLB.511277.590	XP_821856
TcCLB.511277.60	XP_821876
TcCLB.511277.600	XP_821857
TcCLB.511277.610	XP_821858
TcCLB.511277.614	XP_821865
TcCLB.511277.620	XP_821859
TcCLB.511277.630	XP_821860
TcCLB.511277.70	XP_821877
TcCLB.511277.84	XP_821866
TcCLB.511277.92	XP_821872
TcCLB.511279.10	XP_807684
TcCLB.511279.20	XP_807685
TcCLB.511279.30	XP_807686
TcCLB.511279.40	XP_807687
TcCLB.511279.50	XP_807688
TcCLB.511279.60	XP_807689
TcCLB.511281.10	XP_811197
TcCLB.511281.20	XP_811198
TcCLB.511281.30	XP_811199
TcCLB.511281.40	XP_811200
TcCLB.511281.50	XP_811201
TcCLB.511281.53	XP_811203
TcCLB.511281.56	XP_811204
TcCLB.511281.59	XP_811205
TcCLB.511281.60	XP_811202
TcCLB.511283.10	XP_820931
TcCLB.511283.100	XP_820939
TcCLB.511283.109	XP_820958
TcCLB.511283.120	XP_820940
TcCLB.511283.124	XP_820959
TcCLB.511283.130	XP_820941
TcCLB.511283.140	XP_820942
TcCLB.511283.160	XP_820943
TcCLB.511283.170	XP_820944
TcCLB.511283.180	XP_820945
TcCLB.511283.184	XP_820960
TcCLB.511283.190	XP_820946
TcCLB.511283.194	XP_820961
TcCLB.511283.20	XP_820932
TcCLB.511283.200	XP_820947
TcCLB.511283.210	XP_820948
TcCLB.511283.220	XP_820949
TcCLB.511283.230	XP_820950
TcCLB.511283.240	XP_820951
TcCLB.511283.260	XP_820952
TcCLB.511283.280	XP_820953
TcCLB.511283.290	XP_820954
TcCLB.511283.294	XP_820962
TcCLB.511283.30	XP_820933
TcCLB.511283.300	XP_820955
TcCLB.511283.310	XP_820956
TcCLB.511283.320	XP_820957
TcCLB.511283.40	XP_820934
TcCLB.511283.50	XP_820935
TcCLB.511283.60	XP_820936
TcCLB.511283.80	XP_820937
TcCLB.511283.90	XP_820938
TcCLB.511285.10	XP_813749
TcCLB.511285.100	XP_813757
TcCLB.511285.120	XP_813758
TcCLB.511285.20	XP_813750
TcCLB.511285.30	XP_813751
TcCLB.511285.4	XP_813759
TcCLB.511285.40	XP_813752
TcCLB.511285.50	XP_813753
TcCLB.511285.70	XP_813754
TcCLB.511285.80	XP_813755
TcCLB.511285.90	XP_813756
TcCLB.511287.10	XP_814345
TcCLB.511287.100	XP_814353
TcCLB.511287.110	XP_814354
TcCLB.511287.120	XP_814355
TcCLB.511287.124	XP_814365
TcCLB.511287.130	XP_814356
TcCLB.511287.140	XP_814357
TcCLB.511287.150	XP_814358
TcCLB.511287.160	XP_814359
TcCLB.511287.170	XP_814360
TcCLB.511287.180	XP_814361
TcCLB.511287.20	XP_814346
TcCLB.511287.30	XP_814347
TcCLB.511287.34	XP_814366
TcCLB.511287.4	XP_814364
TcCLB.511287.40	XP_814348
TcCLB.511287.49	XP_814362
TcCLB.511287.60	XP_814349
TcCLB.511287.64	XP_814363
TcCLB.511287.70	XP_814350
TcCLB.511287.80	XP_814351
TcCLB.511287.90	XP_814352
TcCLB.511289.100	XP_812267
TcCLB.511289.110	XP_812268
TcCLB.511289.119	XP_812270
TcCLB.511289.14	XP_812271
TcCLB.511289.30	XP_812261
TcCLB.511289.40	XP_812262
TcCLB.511289.50	XP_812263
TcCLB.511289.59	XP_812269
TcCLB.511289.70	XP_812264
TcCLB.511289.80	XP_812265
TcCLB.511289.90	XP_812266
TcCLB.511291.10	XP_811937
TcCLB.511291.100	XP_811945
TcCLB.511291.110	XP_811946
TcCLB.511291.120	XP_811947
TcCLB.511291.129	XP_811948
TcCLB.511291.20	XP_811938
TcCLB.511291.30	XP_811939
TcCLB.511291.40	XP_811940
TcCLB.511291.50	XP_811941
TcCLB.511291.70	XP_811942
TcCLB.511291.80	XP_811943
TcCLB.511291.90	XP_811944
TcCLB.511293.10	XP_812459
TcCLB.511293.20	XP_812460
TcCLB.511293.30	XP_812461
TcCLB.511293.40	XP_812462
TcCLB.511293.50	XP_812463
TcCLB.511293.60	XP_812464
TcCLB.511293.69	XP_812467
TcCLB.511293.80	XP_812465
TcCLB.511293.90	XP_812466
TcCLB.511295.10	XP_810420
TcCLB.511295.20	XP_810421
TcCLB.511295.30	XP_810422
TcCLB.511295.40	XP_810423
TcCLB.511295.50	XP_810424
TcCLB.511295.70	XP_810425
TcCLB.511297.10	XP_806360
TcCLB.511297.20	XP_806361
TcCLB.511297.30	XP_806362
TcCLB.511299.10	XP_808852
TcCLB.511299.60	XP_808853
TcCLB.511299.70	XP_808854
TcCLB.511299.79	XP_808855
TcCLB.511301.10	XP_815480
TcCLB.511301.100	XP_815488
TcCLB.511301.110	XP_815489
TcCLB.511301.120	XP_815490
TcCLB.511301.130	XP_815491
TcCLB.511301.140	XP_815492
TcCLB.511301.160	XP_815493
TcCLB.511301.170	XP_815494
TcCLB.511301.20	XP_815481
TcCLB.511301.30	XP_815482
TcCLB.511301.40	XP_815483
TcCLB.511301.44	XP_815495
TcCLB.511301.50	XP_815484
TcCLB.511301.60	XP_815485
TcCLB.511301.70	XP_815486
TcCLB.511301.90	XP_815487
TcCLB.511303.100	XP_817361
TcCLB.511303.110	XP_817362
TcCLB.511303.120	XP_817363
TcCLB.511303.130	XP_817364
TcCLB.511303.140	XP_817365
TcCLB.511303.150	XP_817366
TcCLB.511303.160	XP_817367
TcCLB.511303.20	XP_817353
TcCLB.511303.24	XP_817371
TcCLB.511303.30	XP_817354
TcCLB.511303.34	XP_817368
TcCLB.511303.40	XP_817355
TcCLB.511303.50	XP_817356
TcCLB.511303.60	XP_817357
TcCLB.511303.64	XP_817369
TcCLB.511303.70	XP_817358
TcCLB.511303.80	XP_817359
TcCLB.511303.9	XP_817370
TcCLB.511303.90	XP_817360
TcCLB.511305.10	XP_806311
TcCLB.511305.20	XP_806312
TcCLB.511305.40	XP_806313
TcCLB.511307.10	XP_807981
TcCLB.511307.20	XP_807982
TcCLB.511307.3	XP_807984
TcCLB.511307.6	XP_807983
TcCLB.511309.14	XP_810685
TcCLB.511309.20	XP_810679
TcCLB.511309.30	XP_810680
TcCLB.511309.40	XP_810681
TcCLB.511309.60	XP_810682
TcCLB.511309.7	XP_810684
TcCLB.511309.70	XP_810683
TcCLB.511311.20	XP_815192
TcCLB.511311.30	XP_815193
TcCLB.511311.60	XP_815194
TcCLB.511311.7	XP_815197
TcCLB.511311.70	XP_815195
TcCLB.511311.80	XP_815196
TcCLB.511313.10	XP_808353
TcCLB.511313.20	XP_808354
TcCLB.511313.30	XP_808355
TcCLB.511313.40	XP_808356
TcCLB.511315.20	XP_808202
TcCLB.511315.30	XP_808203
TcCLB.511315.56	XP_808205
TcCLB.511315.9	XP_808204
TcCLB.511317.10	XP_810480
TcCLB.511317.20	XP_810473
TcCLB.511317.30	XP_810474
TcCLB.511317.40	XP_810475
TcCLB.511317.50	XP_810476
TcCLB.511317.60	XP_810477
TcCLB.511317.70	XP_810478
TcCLB.511317.79	XP_810479
TcCLB.511319.10	XP_805688
TcCLB.511319.20	XP_805689
