geneids	uniprotids
TcCLB.510507.40	Q4D7M4
TcCLB.510507.50	Q4D7M3
TcCLB.510507.60	Q4D7M2
TcCLB.510509.20	Q4CVC1
TcCLB.510509.30	Q4CVC0
TcCLB.510509.50	Q4CVB9
TcCLB.510509.9	Q4CVC2
TcCLB.510511.9	Q4CK89
TcCLB.510513.10	Q4D223
TcCLB.510513.20	Q4D222
TcCLB.510513.30	Q4D221
TcCLB.510513.40	Q4D220
TcCLB.510513.50	Q4D219
TcCLB.510513.60	Q4D218
TcCLB.510513.70	Q4D217
TcCLB.510513.80	Q4D216
TcCLB.510515.100	Q4DEX0
TcCLB.510515.110	Q4DEW9
TcCLB.510515.120	Q4DEW8
TcCLB.510515.130	Q4DEW7
TcCLB.510515.139	Q4DEW6
TcCLB.510515.30	Q4DEX7
TcCLB.510515.40	Q4DEX6
TcCLB.510515.50	Q4DEX5
TcCLB.510515.60	Q4DEX4
TcCLB.510515.70	Q4DEX3
TcCLB.510515.80	Q4DEX2
TcCLB.510515.90	Q4DEX1
TcCLB.510517.10	Q4DDF3
TcCLB.510517.100	Q4DDE4
TcCLB.510517.110	Q4DDE3
TcCLB.510517.20	Q4DDF2
TcCLB.510517.30	Q4DDF1
TcCLB.510517.40	Q4DDF0
TcCLB.510517.50	Q4DDE9
TcCLB.510517.60	Q4DDE8
TcCLB.510517.70	Q4DDE7
TcCLB.510517.80	Q4DDE6
TcCLB.510517.90	Q4DDE5
TcCLB.510519.10	Q4DEB6
TcCLB.510519.100	Q4DEA6
TcCLB.510519.110	Q4DEA5
TcCLB.510519.120	Q4DEA4
TcCLB.510519.130	Q4DEA3
TcCLB.510519.14	Q4DEB5
TcCLB.510519.140	Q4DEA2
TcCLB.510519.149	Q4DEA1
TcCLB.510519.20	Q4DEB4
TcCLB.510519.30	Q4DEB3
TcCLB.510519.40	Q4DEB2
TcCLB.510519.50	Q4DEB1
TcCLB.510519.60	Q4DEB0
TcCLB.510519.70	Q4DEA9
TcCLB.510519.80	Q4DEA8
TcCLB.510519.90	Q4DEA7
TcCLB.510523.20	Q4CNI0
TcCLB.510523.29	Q4CNH9
TcCLB.510525.10	Q4D6W8
TcCLB.510525.100	Q4D6V9
TcCLB.510525.110	Q4D6W0
TcCLB.510525.120	Q4D6V7
TcCLB.510525.130	Q4D6V6
TcCLB.510525.139	Q4D6V5
TcCLB.510525.20	Q4D6W7
TcCLB.510525.30	Q4D6W6
TcCLB.510525.40	Q4D6W5
TcCLB.510525.50	Q4D6W4
TcCLB.510525.60	Q4D6W3
TcCLB.510525.70	Q4D6W2
TcCLB.510525.80	Q4D6V9
TcCLB.510525.90	Q4D6W0
TcCLB.510527.9	Q4CMU0
TcCLB.510529.10	Q4CW82
TcCLB.510529.20	Q4CW81
TcCLB.510529.30	Q4CW80
TcCLB.510529.39	Q4CW79
TcCLB.510531.10	Q4DEW5
TcCLB.510531.100	Q4DEV7
TcCLB.510531.109	Q4DEV6
TcCLB.510531.20	Q4DEW4
TcCLB.510531.30	Q4DEW3
TcCLB.510531.40	Q4DEW2
TcCLB.510531.50	Q4DEW1
TcCLB.510531.54	Q4DCM8
TcCLB.510531.60	Q4DEV9
TcCLB.510531.70	Q4DEV8
TcCLB.510533.10	Q4DX12
TcCLB.510533.100	Q4DX04
TcCLB.510533.110	Q4DX03
TcCLB.510533.120	Q4DX02
TcCLB.510533.130	Q4DX01
TcCLB.510533.150	Q4DX00
TcCLB.510533.160	Q4DWZ9
TcCLB.510533.170	Q4DWZ8
TcCLB.510533.180	Q4DWZ7
TcCLB.510533.190	Q4DWZ6
TcCLB.510533.20	Q4DX11
TcCLB.510533.220	Q4DWZ5
TcCLB.510533.230	Q4DWZ4
TcCLB.510533.40	Q4DX10
TcCLB.510533.50	Q4DX09
TcCLB.510533.60	Q4DX08
TcCLB.510533.70	Q4DX07
TcCLB.510533.80	Q4DX06
TcCLB.510533.90	Q4DX05
TcCLB.510535.10	Q4DE93
TcCLB.510535.100	Q4DE83
TcCLB.510535.109	Q4DE82
TcCLB.510535.20	Q4DE92
TcCLB.510535.30	Q4DE91
TcCLB.510535.40	Q4DE90
TcCLB.510535.50	Q4DE89
TcCLB.510535.60	Q4DE88
TcCLB.510535.64	Q4DE87
TcCLB.510535.70	Q4DE86
TcCLB.510535.80	Q4DE85
TcCLB.510535.90	Q4DE84
TcCLB.510539.10	Q4CKL9
TcCLB.510541.9	Q4CLF4
TcCLB.510543.50	Q4DQ81
TcCLB.510543.70	Q4DQ80
TcCLB.510543.80	Q4DQ79
TcCLB.510543.90	Q4DQ78
TcCLB.510545.20	Q4CU20
TcCLB.510545.40	Q4CU19
TcCLB.510551.15	Q4D537
TcCLB.510551.50	Q4D536
TcCLB.510553.30	Q4D8Q1
TcCLB.510553.40	Q4D8Q0
TcCLB.510553.50	Q4D8P9
TcCLB.510555.21	Q4D053
TcCLB.510555.30	Q4D052
TcCLB.510557.30	Q4D9S2
TcCLB.510557.40	Q4D9S1
TcCLB.510557.50	Q4D9S0
TcCLB.510557.60	Q4D9R9
TcCLB.510557.65	Q4D9R8
TcCLB.510557.70	Q4D9R7
TcCLB.510557.76	Q4D9R6
TcCLB.510557.80	Q4D9R5
TcCLB.510561.14	Q4D2H7
TcCLB.510561.20	Q4D2H6
TcCLB.510561.30	Q4D2H5
TcCLB.510561.35	Q4D2H4
TcCLB.510561.40	Q4D2H3
TcCLB.510561.50	Q4D2H2
TcCLB.510561.60	Q4D2H1
TcCLB.510561.7	Q4D2H8
TcCLB.510565.100	Q4DPG1
TcCLB.510565.11	Q4DPG7
TcCLB.510565.110	Q4DPG0
TcCLB.510565.120	Q4DPF9
TcCLB.510565.125	Q4D207
TcCLB.510565.130	Q4DPF7
TcCLB.510565.141	Q4DPF6
TcCLB.510565.150	Q4DPF5
TcCLB.510565.160	Q4DPF4
TcCLB.510565.170	Q4DPF3
TcCLB.510565.179	Q4DPF2
TcCLB.510565.20	Q4DPG6
TcCLB.510565.30	Q4D214
TcCLB.510565.40	Q4DPG4
TcCLB.510565.50	Q4DPG3
TcCLB.510565.70	Q4DPG2
TcCLB.510567.10	Q4CL69
TcCLB.510569.10	Q4CPY4
TcCLB.510569.20	Q4CPY3
TcCLB.510571.10	Q4CYR0
TcCLB.510571.20	Q4CYQ9
TcCLB.510571.30	Q4CYQ8
TcCLB.510571.39	Q4CYQ7
TcCLB.510571.5	Q4CYR1
TcCLB.510573.10	Q4CLA9
TcCLB.510573.19	Q4CLA8
TcCLB.510575.10	Q4DLW3
TcCLB.510575.100	Q4DLV8
TcCLB.510575.120	Q4DLV7
TcCLB.510575.130	Q4DLV6
TcCLB.510575.140	Q4DLV5
TcCLB.510575.150	Q4DLV4
TcCLB.510575.160	Q4DLV3
TcCLB.510575.170	Q4DLV2
TcCLB.510575.180	Q4DLV1
TcCLB.510575.190	Q4DD50
TcCLB.510575.20	Q4DLW2
TcCLB.510575.200	Q4DLU9
TcCLB.510575.210	Q4DLU8
TcCLB.510575.220	Q4DLU7
TcCLB.510575.230	Q4DLU6
TcCLB.510575.239	Q4DLU5
TcCLB.510575.30	Q4DLW1
TcCLB.510575.40	Q4DLW0
TcCLB.510575.5	Q4DLW4
TcCLB.510575.50	Q4DLV9
TcCLB.510577.10	Q4CV18
TcCLB.510577.30	Q4CV17
TcCLB.510577.40	Q4CV16
TcCLB.510577.50	Q4CV15
TcCLB.510579.10	Q4D9M4
TcCLB.510579.100	Q4D9L4
TcCLB.510579.110	Q4D9L3
TcCLB.510579.119	Q4D9L2
TcCLB.510579.14	Q4D9M3
TcCLB.510579.20	Q4D9M2
TcCLB.510579.30	Q4D9M1
TcCLB.510579.40	Q4D9M0
TcCLB.510579.50	Q4D9L9
TcCLB.510579.60	Q4D9L8
TcCLB.510579.70	Q4D9L7
TcCLB.510579.80	Q4DD50
TcCLB.510579.90	Q4D9L5
TcCLB.510581.20	Q4CPV0
TcCLB.510581.9	Q4CPV1
TcCLB.510583.10	Q4DVA2
TcCLB.510583.100	Q4DV98
TcCLB.510583.130	Q4DV97
TcCLB.510583.160	Q4DV96
TcCLB.510583.200	Q4DV95
TcCLB.510583.220	Q4DV94
TcCLB.510583.30	Q4DVA1
TcCLB.510583.40	Q4DVA0
TcCLB.510583.70	Q4DV99
TcCLB.510587.10	Q4CND7
TcCLB.510591.20	Q4CS00
TcCLB.510593.10	Q4CW92
TcCLB.510593.20	Q4CW91
TcCLB.510593.30	Q4CW90
TcCLB.510593.40	Q4CW89
TcCLB.510593.49	Q4CW88
TcCLB.510595.10	Q4CUW4
TcCLB.510595.20	Q4CUW3
TcCLB.510595.30	Q4CUW2
TcCLB.510595.4	Q4CUW5
TcCLB.510595.40	Q4CUW1
TcCLB.510595.49	Q4CUW0
TcCLB.510595.58	Q4CUV9
TcCLB.510597.20	Q4CSR9
TcCLB.510597.30	Q4CSR8
TcCLB.510597.40	Q4CSR7
TcCLB.510597.9	Q4CSS0
TcCLB.510599.30	Q4D433
TcCLB.510599.40	Q4D432
TcCLB.510599.50	Q4D431
TcCLB.510599.70	Q4D430
TcCLB.510601.10	Q4CSN0
TcCLB.510601.20	Q4CSM9
TcCLB.510601.30	Q4CSM8
TcCLB.510603.10	Q4DM03
TcCLB.510603.100	Q4DLZ6
TcCLB.510603.110	Q4DLZ5
TcCLB.510603.119	Q4DLZ4
TcCLB.510603.130	Q4DLZ3
TcCLB.510603.140	Q4DLZ2
TcCLB.510603.150	Q4DLZ1
TcCLB.510603.160	Q4DLZ0
TcCLB.510603.169	Q4DLY9
TcCLB.510603.20	Q4DM02
TcCLB.510603.30	Q4DM01
TcCLB.510603.40	Q4DM00
TcCLB.510603.60	Q4DLZ9
TcCLB.510603.80	Q4DLZ8
TcCLB.510603.90	Q4DLZ7
TcCLB.510605.10	Q4CNQ7
TcCLB.510605.19	Q4CNQ6
TcCLB.510607.29	Q4DHR6
TcCLB.510607.80	Q4DHR5
TcCLB.510609.100	Q4DJM1
TcCLB.510609.110	Q4DJM0
TcCLB.510609.120	Q4DJL9
TcCLB.510609.130	Q4DJL8
TcCLB.510609.20	Q4DJN0
TcCLB.510609.30	Q4DJM9
TcCLB.510609.34	Q4DJM8
TcCLB.510609.50	Q4DJM7
TcCLB.510609.60	Q4DJM6
TcCLB.510609.65	Q4DJM5
TcCLB.510609.70	Q4DJM4
TcCLB.510609.80	Q4DJM3
TcCLB.510609.90	Q4DJM2
TcCLB.510611.10	Q4D8E4
TcCLB.510611.20	Q4D8E3
TcCLB.510611.30	Q4D8E2
TcCLB.510611.40	Q4D8E1
TcCLB.510611.50	Q4D8E0
TcCLB.510611.60	Q4D8D9
TcCLB.510611.70	Q4D8D8
TcCLB.510611.79	Q4D8D7
TcCLB.510613.10	Q4CW29
TcCLB.510613.20	Q4CW28
TcCLB.510613.30	Q4CW27
TcCLB.510613.40	Q4CW26
TcCLB.510615.10	Q4CNB4
TcCLB.510615.4	Q4CNB5
TcCLB.510617.10	Q4CM78
TcCLB.510617.19	Q4CM77
TcCLB.510621.20	Q4D466
TcCLB.510621.30	Q4D465
TcCLB.510621.40	Q4D464
TcCLB.510621.49	Q4D463
TcCLB.510621.60	Q4D462
TcCLB.510621.70	Q4CN92
TcCLB.510621.80	Q4D460
TcCLB.510623.10	Q4D6A5
TcCLB.510623.20	Q4D6A4
TcCLB.510623.30	Q4D6A3
TcCLB.510625.10	Q4DYT9
TcCLB.510625.100	Q4DYT3
TcCLB.510625.109	Q4DYT2
TcCLB.510625.120	Q4DYT1
TcCLB.510625.130	Q4DYT0
TcCLB.510625.140	Q4DLA7
TcCLB.510625.150	Q4DYS8
TcCLB.510625.170	Q4DYS7
TcCLB.510625.19	Q4DYT8
TcCLB.510625.190	Q4DYS6
TcCLB.510625.40	Q4DYT7
TcCLB.510625.54	Q4DYT6
TcCLB.510625.70	Q4DYT5
TcCLB.510625.88	Q4DYT4
TcCLB.510627.110	Q4DW78
TcCLB.510627.128	Q4DW77
TcCLB.510627.14	Q4DW82
TcCLB.510627.140	Q4DW76
TcCLB.510627.150	Q4DW75
TcCLB.510627.174	Q4DW74
TcCLB.510627.184	Q4DW73
TcCLB.510627.190	Q4DW72
TcCLB.510627.230	Q4DW71
TcCLB.510627.60	Q4DW81
TcCLB.510627.80	Q4DW80
TcCLB.510627.90	Q4DW79
TcCLB.510629.10	Q4E3X9
TcCLB.510629.150	Q4E3X5
TcCLB.510629.160	Q4E3X4
TcCLB.510629.210	Q4E3X3
TcCLB.510629.262	Q4E3X2
TcCLB.510629.30	Q4E3X8
TcCLB.510629.300	Q4E3X1
TcCLB.510629.310	Q4E3X0
TcCLB.510629.350	Q4E3W9
TcCLB.510629.410	Q4E3W8
TcCLB.510629.420	Q4E3W7
TcCLB.510629.430	Q4E3W6
TcCLB.510629.440	Q4E3W5
TcCLB.510629.450	Q4E3W4
TcCLB.510629.460	Q4E3W3
TcCLB.510629.60	Q4E3X7
TcCLB.510629.70	Q4E3X6
TcCLB.510633.9	Q4CMY8
TcCLB.510635.10	Q4D232
TcCLB.510635.40	Q4D231
TcCLB.510635.50	Q4D230
TcCLB.510635.60	Q4D229
TcCLB.510637.9	Q4CRT2
TcCLB.510643.10	Q4DWV0
TcCLB.510643.110	Q4DWU8
TcCLB.510643.130	Q4DWU7
TcCLB.510643.140	Q4DWU6
TcCLB.510643.160	Q4DWU5
TcCLB.510643.190	Q4DWU4
TcCLB.510643.40	Q4DWU9
TcCLB.510645.20	Q4CXJ4
TcCLB.510645.30	Q4CXJ3
TcCLB.510645.49	Q4CXJ2
TcCLB.510645.9	Q4CXJ5
TcCLB.510647.10	Q4CTS9
TcCLB.510647.20	Q4CTS8
TcCLB.510647.30	Q4CTS7
TcCLB.510647.40	Q4CTS6
TcCLB.510647.50	Q4CTS5
TcCLB.510647.60	Q4CTS4
TcCLB.510647.69	Q4CTS3
TcCLB.510649.24	Q4CR38
TcCLB.510651.10	Q4CMG4
TcCLB.510651.20	Q4CMG3
TcCLB.510653.10	Q4CN99
TcCLB.510653.19	Q4CN98
TcCLB.510655.10	Q4DFY9
TcCLB.510655.100	Q4DFY1
TcCLB.510655.110	Q4DFY0
TcCLB.510655.120	Q4DFX9
TcCLB.510655.130	Q4DFX8
TcCLB.510655.140	Q4DFX7
TcCLB.510655.150	Q4DFX6
TcCLB.510655.159	Q4DFX5
TcCLB.510655.20	Q4DFY8
TcCLB.510655.30	Q4DFY7
TcCLB.510655.40	Q4DFY6
TcCLB.510655.60	Q4DFY5
TcCLB.510655.70	Q4DFY4
TcCLB.510655.80	Q4DFY3
TcCLB.510655.90	Q4DFY2
TcCLB.510657.10	Q4DS36
TcCLB.510657.100	Q4DS29
TcCLB.510657.110	Q4DS28
TcCLB.510657.120	Q4DS27
TcCLB.510657.130	Q4DS26
TcCLB.510657.140	Q4DS25
TcCLB.510657.150	Q4DS24
TcCLB.510657.160	Q4DS23
TcCLB.510657.170	Q4DS22
TcCLB.510657.20	Q4DS35
TcCLB.510657.200	Q4DS21
TcCLB.510657.210	Q4DS20
TcCLB.510657.220	Q4DS19
TcCLB.510657.30	Q4DS34
TcCLB.510657.40	Q4DS33
TcCLB.510657.50	Q4DS32
TcCLB.510657.80	Q4DS31
TcCLB.510657.90	Q4DS30
TcCLB.510659.10	Q4DVR5
TcCLB.510659.100	Q4CSW4
TcCLB.510659.104	Q4DVQ3
TcCLB.510659.110	Q4DVQ2
TcCLB.510659.120	Q4DVQ1
TcCLB.510659.130	Q4DVQ0
TcCLB.510659.170	Q4DVP9
TcCLB.510659.180	Q4DVP8
TcCLB.510659.194	Q4DVP7
TcCLB.510659.20	Q4DVR4
TcCLB.510659.210	Q4DVP6
TcCLB.510659.219	Q4DVP5
TcCLB.510659.230	Q4DVP4
TcCLB.510659.240	Q4D7B4
TcCLB.510659.250	Q4DVP2
TcCLB.510659.257	Q4DVP1
TcCLB.510659.264	Q4DVP0
TcCLB.510659.270	Q4DVN9
TcCLB.510659.279	Q4DVN8
TcCLB.510659.28	Q4DVR3
TcCLB.510659.36	Q4DVR2
TcCLB.510659.4	Q4DVR6
TcCLB.510659.44	Q4DVR1
TcCLB.510659.50	Q4DVR0
TcCLB.510659.60	Q4DVQ9
TcCLB.510659.70	Q4DVQ8
TcCLB.510659.74	Q4DVQ7
TcCLB.510659.80	Q4DVQ6
TcCLB.510659.90	Q4DVQ5
TcCLB.510661.100	Q4DUI2
TcCLB.510661.110	Q4DUI1
TcCLB.510661.120	Q4DUI0
TcCLB.510661.129	Q4DUH9
TcCLB.510661.140	Q4DUH8
TcCLB.510661.150	Q4DUH7
TcCLB.510661.160	Q4DUH6
TcCLB.510661.174	Q4DUH5
TcCLB.510661.19	Q4DUI8
TcCLB.510661.190	Q4DUH4
TcCLB.510661.200	Q4DUH3
TcCLB.510661.220	Q4DUH2
TcCLB.510661.230	Q4DUH1
TcCLB.510661.240	Q4DUH0
TcCLB.510661.244	Q4DUG9
TcCLB.510661.250	Q4DUG8
TcCLB.510661.260	Q4DUG7
TcCLB.510661.270	Q4DUG6
TcCLB.510661.279	Q4DUG5
TcCLB.510661.40	Q4DUI7
TcCLB.510661.60	Q4DUI6
TcCLB.510661.70	Q4DUI5
TcCLB.510661.80	Q4DUI4
TcCLB.510661.90	Q4DUI3
TcCLB.510663.10	Q4D0Y2
TcCLB.510663.19	Q4D0Y0
TcCLB.510663.30	Q4D0Y0
TcCLB.510663.40	Q4D0X9
TcCLB.510663.50	Q4D0X8
TcCLB.510663.57	Q4D0X7
TcCLB.510663.64	Q4D0X6
TcCLB.510663.70	Q4D0X5
TcCLB.510663.80	Q4D0X4
TcCLB.510665.10	Q4CXH3
TcCLB.510665.20	Q4CXH2
TcCLB.510665.30	Q4CXH1
TcCLB.510665.4	Q4CXH4
TcCLB.510665.40	Q4CXH0
TcCLB.510665.70	Q4CXG9
TcCLB.510667.10	Q4DFI8
TcCLB.510667.100	Q4DFH8
TcCLB.510667.110	Q4DFH7
TcCLB.510667.120	Q4DFH6
TcCLB.510667.14	Q4DFI7
TcCLB.510667.140	Q4DFH5
TcCLB.510667.20	Q4DFI6
TcCLB.510667.30	Q4DFI5
TcCLB.510667.4	Q4DFI9
TcCLB.510667.40	Q4DFI4
TcCLB.510667.50	Q4DFI3
TcCLB.510667.60	Q4DFI2
TcCLB.510667.70	Q4DC04
TcCLB.510667.80	Q4DFI0
TcCLB.510667.90	Q4DFH9
TcCLB.510669.20	Q4CR48
TcCLB.510669.30	Q4CR47
TcCLB.510669.40	Q4CR46
TcCLB.510669.49	Q4CR45
TcCLB.510669.5	Q4CR50
TcCLB.510669.9	Q4CR49
TcCLB.510671.10	Q4CR78
TcCLB.510671.20	Q4CR77
TcCLB.510671.31	Q4CR76
TcCLB.510675.9	Q4CLH5
TcCLB.510677.9	Q4CVJ4
TcCLB.510679.100	Q4CYC3
TcCLB.510679.14	Q4CYC8
TcCLB.510679.30	Q4CYC7
TcCLB.510679.40	Q4CYC6
TcCLB.510679.60	Q4CYC5
TcCLB.510679.70	Q4CYC4
TcCLB.510681.20	Q4CQ29
TcCLB.510681.30	Q4CQ28
TcCLB.510681.41	Q4CQ27
TcCLB.510681.9	Q4CQ30
TcCLB.510683.20	Q4CNI4
TcCLB.510685.10	Q4CPZ0
TcCLB.510685.20	Q4CPY9
TcCLB.510685.30	Q4CPY8
TcCLB.510687.100	Q4D9X7
TcCLB.510687.110	Q4D9X6
TcCLB.510687.120	Q4D9X5
TcCLB.510687.130	Q4D9X4
TcCLB.510687.140	Q4D9X3
TcCLB.510687.149	Q4D9X2
TcCLB.510687.20	Q4D9Y6
TcCLB.510687.30	Q4D9Y5
TcCLB.510687.40	Q4D9Y4
TcCLB.510687.50	Q4D9Y3
TcCLB.510687.60	Q4D9Y2
TcCLB.510687.70	Q4D9Y1
TcCLB.510687.80	Q4D9Y0
TcCLB.510687.90	Q4D9X9
TcCLB.510687.94	Q4D9X8
TcCLB.510689.14	Q4D581
TcCLB.510689.20	Q4D580
TcCLB.510689.30	Q4D579
TcCLB.510689.40	Q4D578
TcCLB.510689.50	Q4D577
TcCLB.510689.60	Q4D576
TcCLB.510689.70	Q4CVG6
TcCLB.510689.80	Q4D574
TcCLB.510689.89	Q4D573
TcCLB.510691.10	Q4CVG3
TcCLB.510691.20	Q4D1K9
TcCLB.510691.30	Q4D1K8
TcCLB.510691.4	Q4D1L1
TcCLB.510691.70	Q4D1K7
TcCLB.510691.80	Q4D1K6
TcCLB.510691.95	Q4D1K5
TcCLB.510693.130	Q4E212
TcCLB.510693.150	Q4E211
TcCLB.510693.163	Q4E210
TcCLB.510693.190	Q4E209
TcCLB.510693.200	Q4E208
TcCLB.510693.210	Q4E207
TcCLB.510693.220	Q4E206
TcCLB.510693.230	Q4E205
TcCLB.510693.240	Q4E204
TcCLB.510693.270	Q4E203
TcCLB.510693.280	Q4E202
TcCLB.510693.320	Q4E201
TcCLB.510693.40	Q4E213
TcCLB.510697.10	Q4D9A5
TcCLB.510697.120	Q4D999
TcCLB.510697.130	Q4D998
TcCLB.510697.40	Q4D9A4
TcCLB.510697.50	Q4D9A3
TcCLB.510697.60	Q4D9A2
TcCLB.510697.80	Q4D9A1
TcCLB.510697.90	Q4D9A0
TcCLB.510699.100	Q4DEC7
TcCLB.510699.40	Q4DED1
TcCLB.510699.50	Q4DED0
TcCLB.510699.80	Q4DEC9
TcCLB.510699.89	Q4DEC8
TcCLB.510701.10	Q4CUN5
TcCLB.510701.20	Q4CUN4
TcCLB.510701.31	Q4CUN3
TcCLB.510705.10	Q4CP10
TcCLB.510707.10	Q4CKP3
TcCLB.510707.20	Q4CKP2
TcCLB.510709.10	Q4D1C4
TcCLB.510709.41	Q4D1C3
TcCLB.510709.60	Q4D1C2
TcCLB.510709.70	Q4D1C1
TcCLB.510713.110	Q4DUP1
TcCLB.510713.120	Q4DUP0
TcCLB.510713.130	Q4DUN9
TcCLB.510713.160	Q4DUN8
TcCLB.510713.170	Q4DUN7
TcCLB.510713.20	Q4DUP4
TcCLB.510713.30	Q4DUP3
TcCLB.510713.90	Q4DUP2
TcCLB.510715.11	Q4DJS4
TcCLB.510715.120	Q4DJR8
TcCLB.510715.150	Q4DJR7
TcCLB.510715.20	Q4DJS3
TcCLB.510715.30	Q4DJS2
TcCLB.510715.40	Q4DJS1
TcCLB.510715.64	Q4DJS0
TcCLB.510715.90	Q4DJR9
TcCLB.510717.10	Q4CTF0
TcCLB.510717.20	Q4CTE9
TcCLB.510717.30	Q4CTE8
TcCLB.510717.40	Q4CTE7
TcCLB.510719.10	Q4DXV8
TcCLB.510719.100	Q4DXU7
TcCLB.510719.110	Q4DXU6
TcCLB.510719.120	Q4DXU5
TcCLB.510719.130	Q4DXU4
TcCLB.510719.140	Q4DXU3
TcCLB.510719.150	Q4DXU2
TcCLB.510719.160	Q4DD81
TcCLB.510719.170	Q4DXU0
TcCLB.510719.180	Q4DXT9
TcCLB.510719.20	Q4DXV7
TcCLB.510719.200	Q4DXT8
TcCLB.510719.210	Q4DXT7
TcCLB.510719.220	Q4DXT6
TcCLB.510719.230	Q4DXT5
TcCLB.510719.240	Q4DXT4
TcCLB.510719.250	Q4DXT3
TcCLB.510719.260	Q4D729
TcCLB.510719.270	Q4DXT1
TcCLB.510719.280	Q4DXT0
TcCLB.510719.290	Q4DXS9
TcCLB.510719.30	Q4DXV5
TcCLB.510719.300	Q4DXS8
TcCLB.510719.310	Q4DXS7
TcCLB.510719.35	Q4DXV5
TcCLB.510719.40	Q4DXV4
TcCLB.510719.50	Q4DXV3
TcCLB.510719.60	Q4DXV2
TcCLB.510719.70	Q4DXV1
TcCLB.510719.74	Q4DXV0
TcCLB.510719.80	Q4DXU9
TcCLB.510719.90	Q4DXU8
TcCLB.510721.10	Q4CPA3
TcCLB.510721.21	Q4CPA2
TcCLB.510721.31	Q4CPA1
TcCLB.510723.10	Q4CPC3
TcCLB.510723.20	Q4CPC2
TcCLB.510723.29	Q4CPC1
TcCLB.510725.30	Q4D3L4
TcCLB.510725.40	Q4D3L3
TcCLB.510725.50	Q4D3L2
TcCLB.510725.60	Q4D3L1
TcCLB.510725.70	Q4D3L0
TcCLB.510725.80	Q4D3K9
TcCLB.510725.90	Q4D3K8
TcCLB.510725.99	Q4D3K7
TcCLB.510727.9	Q4CKE1
TcCLB.510729.10	Q4DWY4
TcCLB.510729.100	Q4DWX5
TcCLB.510729.110	Q4DWX4
TcCLB.510729.115	Q4DWX3
TcCLB.510729.119	Q4DWX2
TcCLB.510729.130	Q4DWX1
TcCLB.510729.140	Q4DWX0
TcCLB.510729.150	Q4DWW9
TcCLB.510729.160	Q4DWW8
TcCLB.510729.180	Q4DWW7
TcCLB.510729.20	Q4DWY3
TcCLB.510729.210	Q4DWW6
TcCLB.510729.220	Q4DWW5
TcCLB.510729.230	Q4DWW4
TcCLB.510729.240	Q4DWW3
TcCLB.510729.280	Q4DWW2
TcCLB.510729.290	Q4DWW1
TcCLB.510729.299	Q4DWW0
TcCLB.510729.30	Q4DWY2
TcCLB.510729.40	Q4DWY1
TcCLB.510729.50	Q4DWY0
TcCLB.510729.60	Q4DWX9
TcCLB.510729.70	Q4DWX8
TcCLB.510729.80	Q4DWX7
TcCLB.510729.90	Q4DWX6
TcCLB.510731.10	Q4D7Q3
TcCLB.510731.100	Q4D7P4
TcCLB.510731.104	Q4D7P3
TcCLB.510731.110	Q4D7P2
TcCLB.510731.120	Q4D7P1
TcCLB.510731.130	Q4D7P0
TcCLB.510731.20	Q4D7Q2
TcCLB.510731.30	Q4D7Q1
TcCLB.510731.40	Q4D7Q0
TcCLB.510731.50	Q4D7P9
TcCLB.510731.59	Q4D7P8
TcCLB.510731.68	Q4D340
TcCLB.510731.80	Q4D7P6
TcCLB.510731.90	Q4D7P5
TcCLB.510733.10	Q4D446
TcCLB.510733.20	Q4D445
TcCLB.510733.30	Q4D444
TcCLB.510733.40	Q4D443
TcCLB.510733.5	Q4D447
TcCLB.510733.50	Q4D442
TcCLB.510733.54	Q4D441
TcCLB.510733.60	Q4D440
TcCLB.510735.100	Q4D3W6
TcCLB.510735.20	Q4D3X2
TcCLB.510735.40	Q4D3X1
TcCLB.510735.50	Q4D3X0
TcCLB.510735.60	Q4D3W9
TcCLB.510735.70	Q4D3W8
TcCLB.510735.9	Q4D3X3
TcCLB.510735.90	Q4D3W7
TcCLB.510737.10	Q4D2W4
TcCLB.510737.100	Q4D2V6
TcCLB.510737.110	Q4D2V5
TcCLB.510737.119	Q4D2V4
TcCLB.510737.30	Q4D2W3
TcCLB.510737.40	Q4D2W2
TcCLB.510737.50	Q4D2W1
TcCLB.510737.60	Q4D2W0
TcCLB.510737.70	Q4D2V8
TcCLB.510737.79	Q4D2V8
TcCLB.510737.90	Q4D2V7
TcCLB.510739.10	Q4CM89
TcCLB.510739.19	Q4CM88
TcCLB.510741.10	Q4DRM4
TcCLB.510741.100	Q4DRL5
TcCLB.510741.110	Q4DRL4
TcCLB.510741.124	Q4DRL3
TcCLB.510741.140	Q4DRL2
TcCLB.510741.150	Q4DRL1
TcCLB.510741.170	Q4DRL0
TcCLB.510741.180	Q4DRK9
TcCLB.510741.20	Q4DRM3
TcCLB.510741.220	Q4DRK8
TcCLB.510741.229	Q4DRK7
TcCLB.510741.30	Q4DRM2
TcCLB.510741.40	Q4DRM1
TcCLB.510741.50	Q4DRM0
TcCLB.510741.60	Q4DRL9
TcCLB.510741.70	Q4DRL8
TcCLB.510741.80	Q4DRL7
TcCLB.510741.90	Q4DRL6
TcCLB.510743.10	Q4D7C0
TcCLB.510743.100	Q4D7B1
TcCLB.510743.110	Q4D7B0
TcCLB.510743.120	Q4D7A9
TcCLB.510743.20	Q4D7B9
TcCLB.510743.30	Q4D7B8
TcCLB.510743.40	Q4D7B7
