UNIPROTKB GENES
Q4DTX9 Tc00.1047053509233.160
Q4CQJ5 Tc00.1047053467287.10
Q4CLK6 Tc00.1047053408547.10
Q4CU23 Tc00.1047053508087.10
Q4DJS8 Tc00.1047053509237.120
Q4CPG6 Tc00.1047053508797.20
Q4CWD3 Tc00.1047053507981.20
Q4D7K0 Tc00.1047053509719.26
Q4DEM9 Tc00.1047053506769.70
Q4DHC4 Tc00.1047053508559.90
Q4DKY6 Tc00.1047053506337.20
Q4E687 Tc00.1047053508153.40
Q4CLT1 Tc00.1047053508407.4
Q4D6B0 Tc00.1047053508269.50
Q4D6T6 Tc00.1047053507639.40
Q4D8Y6 Tc00.1047053510351.140
Q4DDN1 Tc00.1047053507975.40
Q4CNH4 Tc00.1047053507763.10
Q4CTB2 Tc00.1047053506071.9
Q4CU35 Tc00.1047053511573.10
Q4CUX8 Tc00.1047053507395.10
Q4DJU2 Tc00.1047053511717.180
Q4CNV6 Tc00.1047053510757.9
Q4DD20 Tc00.1047053507143.80
Q4DEE1 Tc00.1047053506405.50
Q4DGU0 Tc00.1047053507081.90
Q4DHJ0 Tc00.1047053506181.140
Q4DL85 Tc00.1047053508965.100
Q4DNC3 Tc00.1047053507521.120
Q4D4B4 Tc00.1047053506269.10
Q4DTM9 Tc00.1047053511211.160
Q4DUV9 Tc00.1047053506605.210
Q4DVR3 Tc00.1047053510659.28
Q4DW41 Tc00.1047053507681.100
Q4E1D1 Tc00.1047053511807.130
Q4DTP2 Tc00.1047053511211.40
Q4DAT5 Tc00.1047053510143.30
Q4D4M2 Tc00.1047053507663.50
Q4DNY9 Tc00.1047053507519.167
Q4DRH3 Tc00.1047053506775.110
Q4DWY0 Tc00.1047053510729.50
Q4E4T8 Tc00.1047053508461.234
Q4DZL2 Tc00.1047053508799.30
Q4D7Z1 Tc00.1047053510755.19
Q4CKQ0 Tc00.1047053463297.10
Q4DFJ8 Tc00.1047053508723.90
Q4DA87 Tc00.1047053506795.20
Q4DNC0 Tc00.1047053507521.150
Q4DPK5 Tc00.1047053506613.24
Q4DSA3 Tc00.1047053507031.64
Q4DU51 Tc00.1047053504039.120
Q4DWS5 Tc00.1047053508409.210
Q4E534 Tc00.1047053510359.520
Q4E600 Tc00.1047053508153.970
Q4CVT0 Tc00.1047053506631.30
Q4D707 Tc00.1047053509641.20
Q4DIQ0 Tc00.1047053506635.110
Q4CLH8 Tc00.1047053425969.9
Q4CUV4 Tc00.1047053509993.20
Q4CX53 Tc00.1047053504203.4
Q4CZG9 Tc00.1047053510821.10
Q4D182 Tc00.1047053506853.70
Q4D383 Tc00.1047053509971.10
Q4D6G6 Tc00.1047053511557.60
Q4D8K8 Tc00.1047053508097.110
Q4D8Z6 Tc00.1047053510351.40
Q4DF09 Tc00.1047053509163.60
Q4DKF3 Tc00.1047053503697.130
Q4E4U2 Tc00.1047053508461.190
Q4DPB8 Tc00.1047053508577.150
Q4D094 Tc00.1047053507795.10
Q4D816 Tc00.1047053510243.60
Q4DBA0 Tc00.1047053511079.100
Q4DFM5 Tc00.1047053511109.120
Q4CWV8 Tc00.1047053503465.30
Q4D641 Tc00.1047053508141.30
Q4DCS0 Tc00.1047053509073.100
Q4DD60 Tc00.1047053508977.40
Q4DF19 Tc00.1047053507001.100
Q4DL72 Tc00.1047053508919.100
Q4CWF6 Tc00.1047053503721.20
Q4CUU4 Tc00.1047053509187.10
Q4CZY1 Tc00.1047053511279.60
Q4D1U1 Tc00.1047053509589.30
Q4D7S0 Tc00.1047053511295.30
Q4DAQ9 Tc00.1047053503925.20
Q4CY42 Tc00.1047053504005.54
Q4DTS7 Tc00.1047053504741.170
Q4E4J7 Tc00.1047053506885.4
Q4E501 Tc00.1047053508873.420
Q4DM38 Tc00.1047053511577.10
Q4DX62 Tc00.1047053506717.10
Q4DGZ9 Tc00.1047053511809.90
Q4CT80 Tc00.1047053510983.19
Q4CWX5 Tc00.1047053508731.20
Q4D0H5 Tc00.1047053511925.20
Q4DFF8 Tc00.1047053506155.120
Q4DJR6 Tc00.1047053509395.10
Q4DQC4 Tc00.1047053506629.200
Q4E2U4 Tc00.1047053511283.170
Q4E525 Tc00.1047053510359.650
Q4CSS1 Tc00.1047053509281.30
Q4D8D0 Tc00.1047053508411.40
Q4DD37 Tc00.1047053511025.70
Q4CPY2 Tc00.1047053510267.10
Q4CUH0 Tc00.1047053503833.69
Q4CWZ7 Tc00.1047053503501.7
Q4D317 Tc00.1047053509539.59
Q4CTU2 Tc00.1047053507507.10
Q4D2W0 Tc00.1047053510737.60
Q4D4W3 Tc00.1047053507275.30
Q4D693 Tc00.1047053503583.24
Q4D9B1 Tc00.1047053510323.120
Q4DD19 Tc00.1047053507143.90
Q4DFK2 Tc00.1047053508723.50
Q4DKP9 Tc00.1047053511867.170
Q4CMY5 Tc00.1047053509487.20
Q4CUF4 Tc00.1047053509573.10
Q4CX61 Tc00.1047053404001.20
Q4D0V4 Tc00.1047053511041.40
Q4DFE7 GMPR Tc00.1047053506519.130
Q4CMZ8 Tc00.1047053511891.10
Q4CWS5 Tc00.1047053503525.40
Q4D0S5 Tc00.1047053509231.20
Q4DDY4 Tc00.1047053511249.40
Q4DLU2 Tc00.1047053509683.24
Q4CMQ4 Tc00.1047053508671.20
Q4CP82 Tc00.1047053508993.20
Q4D867 Tc00.1047053503703.40
Q4DKG3 Tc00.1047053503697.20
Q4D6Y5 Tc00.1047053506053.60
Q4DQ51 Tc00.1047053511825.30
Q4DNQ0 Tc00.1047053507699.10
Q4D2K6 Tc00.1047053503919.4
Q4CVW9 Tc00.1047053507673.40
Q4D0U9 Tc00.1047053508319.40
Q4D4N4 Tc00.1047053511847.70
Q4D6D5 Tc00.1047053509047.70
Q4DB46 Tc00.1047053507021.70
Q4DB91 Tc00.1047053510091.80
Q4DD51 Tc00.1047053510241.40
Q4DFH6 Tc00.1047053510667.120
Q4DH55 Tc00.1047053509207.140
Q4DJW7 Tc00.1047053510879.160
Q4CXK5 Tc00.1047053507939.14
Q4DM88 Tc00.1047053511301.44
Q4DTU2 Tc00.1047053504741.30
Q4DR93 Tc00.1047053506577.5
Q4DZB3 Tc00.1047053506763.340
Q4E3P9 Tc00.1047053510101.80
Q4E404 Tc00.1047053511127.160
Q4D7F4 Tc00.1047053509205.10
Q4E436 Tc00.1047053511173.200
Q4CLV8 Tc00.1047053504245.9
Q4CRG7 Tc00.1047053410199.50
Q4D745 Tc00.1047053506863.30
Q4CXT6 Tc00.1047053508349.10
Q4DMJ2 Tc00.1047053508815.120
Q4DPD0 Tc00.1047053511185.120
Q4DRT8 Tc00.1047053510943.50
Q4DZY8 Tc00.1047053509805.190
Q4DNF3 Tc00.1047053508219.110
Q4DU45 Tc00.1047053504039.230
Q4E141 Tc00.1047053506247.140
Q4CKH0 Tc00.1047053439125.10
Q4DT20 Tc00.1047053506265.60
Q4DYR4 Tc00.1047053507641.110
Q4DZE8 Tc00.1047053506825.150
Q4E5L6 Tc00.1047053506529.660
Q4DRQ9 Tc00.1047053506739.130
Q4DQI9 Tc00.1047053507723.189
Q4E5A2 Tc00.1047053506559.280
Q4CYG1 Tc00.1047053506911.30
Q4DNK3 Tc00.1047053506871.110
Q4DWV6 Tc00.1047053507875.50
Q4D1K9 Tc00.1047053510691.20
Q4CT22 Tc00.1047053509945.30
Q4DW56 Tc00.1047053508231.190
Q4CQW4 Tc00.1047053504121.10
Q4D7T4 Tc00.1047053506543.10
Q4CQN6 Tc00.1047053509975.41
Q4DV17 Tc00.1047053506331.90
Q4D8C8 Tc00.1047053508411.60
Q4D9P6 Tc00.1047053511417.30
Q4CRI3 Tc00.1047053504181.50
Q4D3K5 Tc00.1047053506159.30
Q4DNV2 Tc00.1047053505999.150
Q4DRM2 Tc00.1047053510741.30
Q4CKQ1 Tc00.1047053508467.19
Q4CWC9 Tc00.1047053508853.10
Q4DAK1 Tc00.1047053511449.70
Q4DBE1 Tc00.1047053508613.74
Q4DJ57 Tc00.1047053505183.130
Q4DL05 Tc00.1047053511649.110
Q4CXZ6 Tc00.1047053510401.10
Q4D476 Tc00.1047053508161.30
Q4DNF9 Tc00.1047053508219.20
Q4DU77 Tc00.1047053511903.180
Q4E4M0 Tc00.1047053506925.290
Q4CY43 Tc00.1047053504005.50
Q4D404 Tc00.1047053511865.10
Q4DWB4 Tc00.1047053509733.180
Q4DYA3 Tc00.1047053511817.230
Q4E1M3 Tc00.1047053508909.10
Q4E4B8 Tc00.1047053510187.330
Q4E2Q9 Tc00.1047053504153.240
Q4CKN4 Tc00.1047053445557.10
Q4DA11 Tc00.1047053506797.40
Q4DMH1 Tc00.1047053508881.140
Q4DPV4 Tc00.1047053510877.55
Q4E314 Tc00.1047053506435.190
Q4CLX8 Tc00.1047053509723.10
Q4CV21 Tc00.1047053509633.40
Q4CZN4 Tc00.1047053506901.60
Q4D0I9 Tc00.1047053507389.20
Q4D1W6 Tc00.1047053511499.50
Q4D4F2 Tc00.1047053507037.89
Q4D671 Tc00.1047053511263.30
Q4D863 Tc00.1047053503703.80
Q4DBW5 Tc00.1047053504103.100
Q4DEF9 Tc00.1047053503879.100
Q4DF16 Tc00.1047053507001.130
Q4DHE1 Tc00.1047053509065.150
Q4DK44 Tc00.1047053508827.40
Q4DPI8 Tc00.1047053506513.90
Q4DW27 Tc00.1047053507603.20
Q4DWE6 Tc00.1047053508365.270
Q4CX24 Tc00.1047053507501.30
Q4D4H6 Tc00.1047053506399.30
Q4D9P9 Tc00.1047053511395.80
Q4D1N3 Tc00.1047053510763.40
Q4CN85 Tc00.1047053511683.20
Q4CQZ5 Tc00.1047053503993.30
Q4CT81 Tc00.1047053510983.10
Q4CUW8 Tc00.1047053509787.10
Q4CWJ8 Tc00.1047053509575.20
Q4CVY8 Tc00.1047053511133.20
Q4CZQ2 Tc00.1047053510123.60
Q4DAL0 Tc00.1047053511467.16
Q4DAV1 Tc00.1047053507739.20
Q4DBN5 Tc00.1047053509643.50
Q4DGQ9 Tc00.1047053506799.50
Q4DKK9 Tc00.1047053509999.50
Q4CWN0 Tc00.1047053511741.60
Q4D6B3 Tc00.1047053508269.20
Q4DK15 Tc00.1047053503809.30
Q4E645 Tc00.1047053508153.454
Q4CPY9 Tc00.1047053510685.20
Q4CS65 Tc00.1047053511707.30
Q4CU01 Tc00.1047053506205.30
Q4D0U3 Tc00.1047053508051.20
Q4D2R6 Tc00.1047053506713.10
Q4D681 Tc00.1047053504625.40
Q4D7L7 Tc00.1047053509453.40
Q4DEW6 Tc00.1047053510515.139
Q4DLX1 Tc00.1047053506753.190
Q4DP90 Tc00.1047053506127.100
Q4CL62 Tc00.1047053467465.10
Q4CM48 Tc00.1047053507915.5
Q4CNE2 Tc00.1047053510019.30
Q4CQZ9 Tc00.1047053510499.10
Q4CSD1 Tc00.1047053508893.20
Q4CUH1 Tc00.1047053503833.60
Q4CYU1 Tc00.1047053503887.10
Q4CYX4 Tc00.1047053506833.60
Q4D4D7 Tc00.1047053503431.80
Q4D716 Tc00.1047053504431.40
Q4CXF1 Tc00.1047053511039.10
Q4D3J7 Tc00.1047053506573.50
Q4DS50 Tc00.1047053508777.230
Q4DYY5 Tc00.1047053507237.70
Q4DYA5 Tc00.1047053511817.210
Q4CMU5 Tc00.1047053510321.20
Q4D7L2 Tc00.1047053509453.90
Q4DBS4 Tc00.1047053509537.90
Q4CUD3 Tc00.1047053503469.9
Q4DG60 Tc00.1047053511575.130
Q4DSM8 Tc00.1047053509007.10
Q4DSX5 Tc00.1047053508347.90
Q4DWA1 Tc00.1047053506989.50
Q4E0J6 Tc00.1047053509429.329
Q4E4P4 Tc00.1047053506925.50
Q4D7E4 Tc00.1047053510407.9
Q4E4A9 Tc00.1047053510187.410
Q4D233 Tc00.1047053507529.58
Q4CKQ9 Tc00.1047053438147.18
Q4CLN9 Tc00.1047053408573.5
Q4CMS6 Tc00.1047053511015.10
Q4CQH7 Tc00.1047053503663.10
Q4CYM3 Tc00.1047053503487.10
Q4D613 Tc00.1047053508555.10
Q4DAR3 Tc00.1047053510971.69
Q4DBI9 Tc00.1047053510373.10
Q4DD10 Tc00.1047053511289.100
Q4DH68 Tc00.1047053509527.200
Q4DJN8 Tc00.1047053508891.30
Q4DVT6 Tc00.1047053510361.20
Q4CZ84 Tc00.1047053510955.30
Q4CY65 Tc00.1047053506509.60
Q4D299 Tc00.1047053503521.30
Q4D4Q5 Tc00.1047053506511.80
Q4D6E4 Tc00.1047053509195.61
Q4D8E9 Tc00.1047053511761.50
Q4DHZ4 Tc00.1047053510297.20
Q4D8J4 Tc00.1047053507633.80
Q4DF70 Tc00.1047053507429.6
Q4E117 Tc00.1047053506247.370
Q4DNI5 Tc00.1047053509791.110
Q4CNW8 Tc00.1047053510841.30
Q4DEL9 Tc00.1047053507941.60
Q4CS54 Tc00.1047053503627.20
Q4D073 Tc00.1047053503917.40
Q4D8Z4 Tc00.1047053510351.60
Q4DVK1 Tc00.1047053507069.60
Q4CN63 Tc00.1047053509935.20
Q4CQ03 Tc00.1047053485889.4
Q4CQW9 Tc00.1047053509743.40
Q4CTX6 Tc00.1047053506841.8
Q4D6P7 Tc00.1047053504013.20
Q4DDA5 Tc00.1047053506517.130
Q4DDD6 Tc00.1047053507485.45
Q4DHF3 Tc00.1047053509065.40
Q4DJF6 Tc00.1047053507991.30
Q4DRP4 Tc00.1047053509023.20
Q4CY22 Tc00.1047053506581.20
Q4DPT3 Tc00.1047053507047.40
Q4DVB4 Tc00.1047053508761.80
Q4DY63 Tc00.1047053511907.280
Q4E265 Tc00.1047053508707.120
Q4E3N3 Tc00.1047053510101.280
Q4E656 Tc00.1047053508153.350
Q4DSY9 Tc00.1047053504769.89
Q4DXR9 Tc00.1047053510421.110
Q4E2V1 Tc00.1047053511283.100
Q4E536 Tc00.1047053510359.450
Q4CRD8 Tc00.1047053421621.50
Q4CRR4 Tc00.1047053505231.10
Q4DAH3 Tc00.1047053506363.159
Q4DNV6 Tc00.1047053505999.110
Q4DRE9 Tc00.1047053508547.180
Q4DUF0 Tc00.1047053508837.180
Q4E023 Tc00.1047053507063.100
Q4DS31 Tc00.1047053510657.80
Q4DT56 Tc00.1047053511621.100
Q4DJ32 Tc00.1047053511239.140
Q4CLG9 Tc00.1047053506837.10
Q4CNK1 Tc00.1047053506189.10
Q4CP37 Tc00.1047053508901.20
Q4CRX4 Tc00.1047053503449.14
Q4CWK3 Tc00.1047053503905.30
Q4CXK2 Tc00.1047053507939.50
Q4D360 Tc00.1047053507925.40
Q4D3F5 Tc00.1047053509885.10
Q4D7F9 Tc00.1047053511731.60
Q4DBK8 Tc00.1047053510257.50
Q4DDK4 Tc00.1047053509267.10
Q4CXS6 Tc00.1047053507839.30
Q4DPU3 Tc00.1047053510877.160
Q4DRU5 Tc00.1047053510943.23
Q4E024 Tc00.1047053507063.90
Q4DRL0 Tc00.1047053510741.170
Q4DS79 Tc00.1047053510759.140
Q4DXI8 Tc00.1047053506941.70
Q4DZB1 Tc00.1047053504105.10
Q4E5I1 Tc00.1047053511277.130
Q4CVV9 Tc00.1047053505555.50
Q4D2L6 Tc00.1047053511435.30
Q4DCU5 Tc00.1047053506839.30
Q4CY78 Tc00.1047053503869.40
Q4CLL8 Tc00.1047053510393.10
Q4CMF0 Tc00.1047053508471.10
Q4CS42 Tc00.1047053511565.15
Q4CSS2 Tc00.1047053509281.20
Q4CWF1 Tc00.1047053505931.30
Q4D0E7 Tc00.1047053509115.60
Q4D1Q6 Tc00.1047053510945.50
Q4D2X0 Tc00.1047053507683.34
Q4D6G3 Tc00.1047053507803.10
Q4D7W5 Tc00.1047053506575.54
Q4D801 Tc00.1047053511475.50
Q4DMT7 Tc00.1047053511517.130
Q4D1W0 Tc00.1047053511481.40
Q4CRF0 Tc00.1047053504933.10
Q4DAF7 Tc00.1047053508125.100
Q4DN36 Tc00.1047053506303.160
Q4E4B9 Tc00.1047053510187.320
Q4DRX7 Tc00.1047053508307.160
Q4DSN5 Tc00.1047053508495.140
Q4DZH4 Tc00.1047053508641.210
Q4E4M9 Tc00.1047053506925.180
Q4DG99 Tc00.1047053506457.70
Q4DP60 Tc00.1047053509599.164
Q4DQ05 Tc00.1047053509735.84
Q4E5F6 Tc00.1047053511277.380
Q4DW66 Tc00.1047053508231.50
Q4CLM7 Tc00.1047053508021.10
Q4CNI1 Tc00.1047053507617.9
Q4CQ24 Tc00.1047053504197.10
Q4CW59 Tc00.1047053511297.10
Q4D6Q4 Tc00.1047053511733.110
Q4DDS9 Tc00.1047053509901.160
Q4DFR6 Tc00.1047053504125.70
Q4DJ15 Tc00.1047053504797.140
Q4CYA1 Tc00.1047053509627.20
Q4DM74 Tc00.1047053508515.30
Q4CL64 Tc00.1047053477983.10
Q4CMV7 Tc00.1047053506651.9
Q4CSD8 Tc00.1047053503461.20
Q4CTM9 Tc00.1047053508137.40
Q4CU43 Tc00.1047053509039.20
Q4CZJ0 Tc00.1047053507773.40
Q4D1I6 Tc00.1047053509721.20
Q4D2T2 Tc00.1047053509779.40
Q4D6C8 Tc00.1047053506673.40
Q4D8M1 Tc00.1047053509203.10
Q4DHA4 Tc00.1047053511285.20
Q4DHC9 Tc00.1047053511167.90
Q4DIZ7 Tc00.1047053511287.130
Q4DLG7 Tc00.1047053503823.120
Q4DSZ8 Tc00.1047053509631.140
Q4CMP6 Tc00.1047053510873.10
Q4D0F6 Tc00.1047053511531.20
Q4D8T2 Tc00.1047053507517.120
Q4DFH0 Tc00.1047053511587.100
Q4DH05 Tc00.1047053511809.30
Q4DKP7 Tc00.1047053511867.190
Q4D179 Tc00.1047053509545.60
Q4DCP6 Tc00.1047053506943.10
Q4DLL6 Tc00.1047053508857.140
Q4CZT4 Tc00.1047053506507.20
Q4D322 Tc00.1047053509539.20
Q4D920 Tc00.1047053507513.30
Q4DGU7 Tc00.1047053507081.20
Q4DHT2 Tc00.1047053506177.100
Q4DJE2 Tc00.1047053508789.60
Q4DP97 Tc00.1047053506127.20
Q4DW20 Tc00.1047053507603.80
Q4E623 Tc00.1047053508153.700
Q4CXH3 Tc00.1047053510665.10
Q4DR03 Tc00.1047053510089.64
Q4DU70 Tc00.1047053511903.260
Q4DV99 Tc00.1047053510583.70
Q4DY88 Tc00.1047053506813.140
Q4E454 Tc00.1047053504081.470
Q4DQF4 Tc00.1047053506773.90
Q4DAE8 Tc00.1047053510099.40
Q4CM50 Tc00.1047053511137.10
Q4D160 Tc00.1047053509745.70
Q4DAT4 Tc00.1047053510143.40
Q4CM81 Tc00.1047053437575.9
Q4D4Z1 Tc00.1047053506729.70
Q4D9H9 Tc00.1047053508717.33
Q4DJ55 Tc00.1047053505183.160
Q4DLY7 Tc00.1047053506753.40
Q4DDI1 Tc00.1047053510181.120
Q4CZA2 Tc00.1047053508987.39
Q4D800 Tc00.1047053508065.10
Q4DQV6 Tc00.1047053511911.90
Q4DQB1 Tc00.1047053511827.90
Q4E1K5 Tc00.1047053508909.240
Q4CLU8 Tc00.1047053508725.4
Q4CMB0 Tc00.1047053507973.20
Q4CPD2 Tc00.1047053504817.20
Q4D3Z7 Tc00.1047053511865.70
Q4CLK9 Tc00.1047053430539.10
Q4CRX6 Tc00.1047053503449.5
Q4CSP9 Tc00.1047053510429.40
Q4CU65 Tc00.1047053510765.10
Q4CVZ8 Tc00.1047053508885.30
Q4CZ01 Tc00.1047053508227.30
Q4D0Q0 Tc00.1047053510301.20
Q4DAK9 Tc00.1047053511467.20
Q4DHS1 Tc00.1047053507787.100
Q4D6Z7 Tc00.1047053508687.57
Q4E5T0 Tc00.1047053508221.1020
Q4DJ05 Tc00.1047053511287.64
Q4DPZ9 Tc00.1047053509179.60
Q4DPU7 Tc00.1047053510877.120
Q4DRY1 Tc00.1047053508307.130
Q4DXQ1 Tc00.1047053510421.314
Q4DYZ3 Tc00.1047053510303.290
Q4DZG2 Tc00.1047053506825.10
Q4E2X4 Tc00.1047053508175.220
Q4DHK9 Tc00.1047053504137.120
Q4DWQ9 Tc00.1047053511421.30
Q4E5B1 Tc00.1047053506559.200
Q4CUC5 Tc00.1047053506593.50
Q4D8Z2 Tc00.1047053510351.80
Q4DVN6 Tc00.1047053508207.31
Q4E1K4 Tc00.1047053508909.250
Q4CNS5 Tc00.1047053510227.10
Q4DWU0 Tc00.1047053508409.40
Q4E0D2 Tc00.1047053509875.50
Q4E2Y5 Tc00.1047053508175.90
Q4E4X9 Tc00.1047053511255.350
Q4DAH4 Tc00.1047053506363.150
Q4DM81 Tc00.1047053511301.120
Q4DP13 Tc00.1047053509669.90
Q4E137 Tc00.1047053506247.180
Q4DXZ3 Tc00.1047053507959.310
Q4DNB2 Tc00.1047053508389.138
Q4CNG1 Tc00.1047053506447.10
Q4CU46 Tc00.1047053508803.19
Q4CYH7 Tc00.1047053508321.30
Q4D505 Tc00.1047053503593.70
Q4CQX6 Tc00.1047053460747.20
Q4CSQ3 Tc00.1047053510429.10
Q4CWS2 Tc00.1047053507295.30
Q4CXZ5 Tc00.1047053506373.39
Q4D8A9 Tc00.1047053508289.20
Q4CQ55 Tc00.1047053508463.20
Q4CQY7 Tc00.1047053503685.10
Q4DF67 Tc00.1047053507429.30
Q4DIR5 Tc00.1047053511661.80
Q4DP39 Tc00.1047053506999.40
Q4CLC4 Tc00.1047053508749.10
Q4CP97 Tc00.1047053424123.20
Q4CTK6 Tc00.1047053504165.20
Q4CTC3 Tc00.1047053510745.40
Q4CXL3 Tc00.1047053509055.60
Q4CSQ6 Tc00.1047053504251.20
Q4CVS0 Tc00.1047053507029.20
Q4D023 Tc00.1047053510857.30
Q4D367 Tc00.1047053507851.30
Q4DD04 Tc00.1047053506637.40
Q4DGW6 Tc00.1047053506975.40
Q4DXA2 Tc00.1047053506067.260
Q4CRN4 Tc00.1047053508889.10
Q4CXD0 Tc00.1047053506695.40
Q4DQ12 Tc00.1047053510121.170
Q4E1I3 Tc00.1047053508165.170
Q4CRC5 Tc00.1047053482369.29
Q4DNK4 Tc00.1047053506871.100
Q4DXZ7 Tc00.1047053507959.270
Q4CW00 Tc00.1047053508885.5
Q4DRK2 Tc00.1047053506279.100
Q4E0B5 Tc00.1047053509287.10
Q4DFC1 Tc00.1047053507609.70
Q4DUR5 Tc00.1047053507951.280
Q4E0Y1 Tc00.1047053508277.150
Q4E275 Tc00.1047053508707.30
Q4E448 Tc00.1047053504081.540
Q4D9Y9 Tc00.1047053511365.90
Q4DNB7 Tc00.1047053508389.50
Q4DSD1 Tc00.1047053509767.40
Q4E2R9 Tc00.1047053504153.140
Q4E513 Tc00.1047053508873.210
Q4CQW6 Tc00.1047053509879.30
Q4DDT8 Tc00.1047053509607.50
Q4CTD9 Tc00.1047053457101.30
Q4DM00 Tc00.1047053510603.40
Q4DHX0 Tc00.1047053506661.140
Q4D8I4 Tc00.1047053511383.80
Q4DNL9 Tc00.1047053511667.50
Q4CXA9 Tc00.1047053503527.40
Q4DB28 Tc00.1047053506963.10
Q4E031 Tc00.1047053507063.10
Q4CNV4 Tc00.1047053510757.30
Q4D0C6 Tc00.1047053506617.20
Q4D869 Tc00.1047053503703.20
Q4D123 Tc00.1047053510437.40
Q4E1L4 Tc00.1047053508909.100
Q4CL05 Tc00.1047053509407.10
Q4CNP4 Tc00.1047053503935.20
Q4D846 Tc00.1047053508081.20
Q4DBR5 Tc00.1047053508625.90
Q4DE12 Tc00.1047053508521.40
Q4DIP8 Tc00.1047053506635.130
Q4D509 Tc00.1047053503593.30
Q4DSP6 Tc00.1047053509937.180
Q4CNZ9 Tc00.1047053511333.10
Q4CTZ8 Tc00.1047053511427.10
Q4D1E8 Tc00.1047053508963.20
Q4D698 Tc00.1047053509867.40
Q4DBD7 Tc00.1047053506781.39
Q4DDC3 Tc00.1047053505193.10
Q4DG83 Tc00.1047053506201.70
Q4DTH8 Tc00.1047053508737.60
Q4DUP1 Tc00.1047053510713.110
Q4DV49 Tc00.1047053508647.140
Q4DWA7 Tc00.1047053505997.200
Q4CS66 Tc00.1047053511707.20
Q4CZY6 Tc00.1047053511279.10
Q4DIF0 Tc00.1047053506965.110
Q4E543 Tc00.1047053510359.290
Q4CSG9 Tc00.1047053503563.20
Q4CVA1 Tc00.1047053506411.30
Q4D0P4 Tc00.1047053510301.80
Q4D8W3 Tc00.1047053507547.30
Q4DJC1 Tc00.1047053508851.140
Q4DRB9 Tc00.1047053509693.120
Q4DW93 Tc00.1047053506989.150
Q4DZF6 Tc00.1047053506825.60
Q4CNY8 Tc00.1047053505567.20
Q4DEW5 Tc00.1047053510531.10
Q4E384 Tc00.1047053510279.100
Q4D9Y3 Tc00.1047053510687.50
Q4DH37 Tc00.1047053506801.20
Q4D844 Tc00.1047053508081.40
Q4CL69 Tc00.1047053510567.10
Q4CQ13 Tc00.1047053506437.30
Q4CZ27 Tc00.1047053503419.50
Q4CZX5 Tc00.1047053503929.5
Q4D163 Tc00.1047053509745.20
Q4D5N3 Tc00.1047053510289.44
Q4D872 Tc00.1047053504313.10
Q4DEE4 Tc00.1047053506405.30
Q4DLQ0 Tc00.1047053511859.140
Q4DNI4 Tc00.1047053509791.120
Q4CKG7 Tc00.1047053402647.9
Q4DQT8 Tc00.1047053511821.90
Q4DSE0 Tc00.1047053504057.140
Q4DZ89 Tc00.1047053504105.230
Q4E3W2 Tc00.1047053510377.10
Q4DC33 Tc00.1047053503587.6
Q4DFN6 Tc00.1047053504425.100
Q4DI03 Tc00.1047053511071.130
Q4DKQ0 Tc00.1047053511867.160
Q4DQ83 Tc00.1047053508387.160
Q4CM38 Tc00.1047053508767.20
Q4CRZ2 Tc00.1047053509185.30
Q4CZR5 Tc00.1047053503903.60
Q4D6A1 Tc00.1047053503585.70
Q4D9B5 Tc00.1047053510323.70
Q4DDA8 Tc00.1047053506517.50
Q4DKV9 Tc00.1047053506759.210
Q4CSU7 Tc00.1047053508887.30
Q4D4R5 Tc00.1047053504163.90
Q4D5R5 Tc00.1047053506477.4
Q4D7X8 Tc00.1047053510755.147
Q4DFN8 Tc00.1047053504425.80
Q4D186 Tc00.1047053506853.30
Q4D7G1 Tc00.1047053511731.40
Q4DEZ1 Tc00.1047053506223.10
Q4CWK7 Tc00.1047053509543.30
Q4D3T2 Tc00.1047053510963.80
Q4DGZ7 Tc00.1047053511809.110
Q4CXF2 Tc00.1047053511039.6
Q4D3W0 Tc00.1047053508375.70
Q4DG49 Tc00.1047053511693.120
Q4DNH2 Tc00.1047053508739.80
Q4DP58 Tc00.1047053509599.180
Q4DYE0 Tc00.1047053506321.280
Q4E1L1 Tc00.1047053508909.160
Q4E2I1 Tc00.1047053508479.390
Q4E3N0 Tc00.1047053510101.310
Q4DNH6 Tc00.1047053508739.40
Q4DVG3 Tc00.1047053506859.120
Q4E0J1 Tc00.1047053509897.150
Q4DX01 Tc00.1047053510533.130
Q4DAM0 Tc00.1047053507105.20
Q4D670 Tc00.1047053511263.40
Q4E3U1 Tc00.1047053510377.439
Q4CXE8 Tc00.1047053511039.39
Q4D3T5 Tc00.1047053510963.50
Q4DMF9 Tc00.1047053509717.176
Q4DNZ9 Tc00.1047053507519.90
Q4DQJ5 Tc00.1047053507723.110
Q4DUJ7 Tc00.1047053511245.240
Q4E634 Tc00.1047053508153.590
Q4DR98 Tc00.1047053508181.120
Q4D483 Tc00.1047053506949.10
Q4CNF6 Tc00.1047053508585.20
Q4DPT9 Tc00.1047053511843.5
Q4DQA7 Tc00.1047053511827.130
Q4DUX0 Tc00.1047053506605.120
Q4DZW0 Tc00.1047053506789.290
Q4DTX7 Tc00.1047053509233.180
Q4DSU2 Tc00.1047053510769.30
Q4CL96 Tc00.1047053433237.10
Q4CPJ5 Tc00.1047053508825.10
Q4CS29 Tc00.1047053505971.20
Q4CVQ4 Tc00.1047053509165.40
Q4CYD3 Tc00.1047053506123.30
